STATE_DISTRICT,Year,Total_Crimes,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
MAHARASHTRA_CHANDRAPUR,2002,267.0,29,21,3,89,9,116,0
MAHARASHTRA_CHANDRAPUR,2003,258.0,36,12,3,85,21,101,0
MAHARASHTRA_CHANDRAPUR,2004,265.0,31,17,3,93,27,94,0
MAHARASHTRA_CHANDRAPUR,2005,287.0,41,14,2,93,27,110,0
MAHARASHTRA_CHANDRAPUR,2006,301.0,30,14,6,81,47,123,0
MAHARASHTRA_CHANDRAPUR,2007,452.0,35,19,5,115,109,169,0
MAHARASHTRA_CHANDRAPUR,2008,558.0,37,28,14,112,146,221,0
MAHARASHTRA_CHANDRAPUR,2009,531.0,44,17,9,132,171,158,0
MAHARASHTRA_CHANDRAPUR,2010,446.0,43,16,7,117,116,147,0
MAHARASHTRA_DHULE,2001,180.0,16,6,6,17,8,127,0
MAHARASHTRA_DHULE,2002,181.0,16,8,7,20,6,124,0
MAHARASHTRA_DHULE,2003,128.0,7,5,2,18,6,90,0
MAHARASHTRA_DHULE,2004,144.0,11,3,1,24,9,96,0
MAHARASHTRA_DHULE,2005,178.0,15,9,10,27,7,110,0
MAHARASHTRA_DHULE,2006,260.0,12,8,6,33,12,189,0
MAHARASHTRA_DHULE,2007,304.0,15,5,10,37,14,223,0
MAHARASHTRA_DHULE,2008,257.0,10,8,3,32,8,196,0
MAHARASHTRA_DHULE,2009,351.0,12,9,7,34,8,281,0
MAHARASHTRA_DHULE,2010,307.0,18,12,6,28,9,234,0
MAHARASHTRA_GADCHIROLI,2001,162.0,27,6,0,55,17,57,0
MAHARASHTRA_GADCHIROLI,2002,169.0,22,8,0,59,15,65,0
MAHARASHTRA_GADCHIROLI,2003,203.0,30,13,2,57,20,81,0
MAHARASHTRA_GADCHIROLI,2004,143.0,31,8,3,44,11,46,0
MAHARASHTRA_GADCHIROLI,2005,134.0,22,3,1,62,4,42,0
MAHARASHTRA_GADCHIROLI,2006,128.0,14,8,2,52,5,47,0
MAHARASHTRA_GADCHIROLI,2007,103.0,11,7,3,31,7,44,0
MAHARASHTRA_GADCHIROLI,2008,118.0,22,11,2,30,7,46,0
MAHARASHTRA_GADCHIROLI,2009,82.0,12,13,1,23,6,27,0
MAHARASHTRA_GADCHIROLI,2010,73.0,16,9,0,28,0,20,0
MAHARASHTRA_GONDIA,2001,231.0,23,17,4,85,22,80,0
MAHARASHTRA_GONDIA,2002,208.0,25,20,4,74,15,70,0
MAHARASHTRA_GONDIA,2003,235.0,25,11,6,93,26,74,0
MAHARASHTRA_GONDIA,2004,200.0,30,19,2,85,10,54,0
MAHARASHTRA_GONDIA,2005,224.0,22,17,1,106,19,59,0
MAHARASHTRA_GONDIA,2006,223.0,23,22,5,106,12,55,0
MAHARASHTRA_GONDIA,2007,202.0,32,13,3,71,32,51,0
MAHARASHTRA_GONDIA,2008,221.0,38,13,3,84,25,58,0
MAHARASHTRA_GONDIA,2009,189.0,33,17,3,67,21,48,0
MAHARASHTRA_GONDIA,2010,194.0,28,15,3,80,27,41,0
MAHARASHTRA_HINGOLI,2001,212.0,20,8,2,44,4,134,0
MAHARASHTRA_HINGOLI,2002,168.0,17,7,6,36,4,98,0
MAHARASHTRA_HINGOLI,2003,176.0,14,7,1,36,6,112,0
MAHARASHTRA_HINGOLI,2004,151.0,13,12,1,29,11,85,0
MAHARASHTRA_HINGOLI,2005,188.0,15,12,2,45,8,106,0
MAHARASHTRA_HINGOLI,2006,176.0,15,10,8,41,2,100,0
MAHARASHTRA_HINGOLI,2007,168.0,9,7,3,45,6,98,0
MAHARASHTRA_HINGOLI,2008,192.0,17,9,7,54,6,99,0
MAHARASHTRA_HINGOLI,2009,166.0,10,12,3,27,8,106,0
MAHARASHTRA_HINGOLI,2010,174.0,14,4,1,33,7,115,0
MAHARASHTRA_JALGAON,2001,532.0,19,12,5,76,31,389,0
MAHARASHTRA_JALGAON,2002,377.0,22,19,10,78,29,219,0
MAHARASHTRA_JALGAON,2003,394.0,38,9,8,79,21,239,0
MAHARASHTRA_JALGAON,2004,498.0,36,12,6,83,38,323,0
MAHARASHTRA_JALGAON,2005,505.0,52,26,4,92,30,301,0
MAHARASHTRA_JALGAON,2006,528.0,52,21,14,111,25,305,0
MAHARASHTRA_JALGAON,2007,613.0,52,27,20,75,19,420,0
MAHARASHTRA_JALGAON,2008,671.0,42,19,18,107,29,456,0
MAHARASHTRA_JALGAON,2009,636.0,30,25,10,109,39,423,0
MAHARASHTRA_JALGAON,2010,701.0,49,32,11,143,41,425,0
MAHARASHTRA_JALNA,2001,264.0,16,8,5,56,7,172,0
MAHARASHTRA_JALNA,2002,259.0,14,8,5,25,8,199,0
MAHARASHTRA_JALNA,2003,308.0,8,14,15,53,14,204,0
MAHARASHTRA_JALNA,2004,327.0,10,6,24,49,12,226,0
MAHARASHTRA_JALNA,2005,322.0,20,8,21,53,5,215,0
MAHARASHTRA_JALNA,2006,358.0,19,6,19,58,8,248,0
MAHARASHTRA_JALNA,2007,372.0,17,10,31,43,5,266,0
MAHARASHTRA_JALNA,2008,422.0,16,10,27,53,7,309,0
MAHARASHTRA_JALNA,2009,478.0,22,17,25,54,14,346,0
MAHARASHTRA_JALNA,2010,468.0,11,11,40,81,10,315,0
MAHARASHTRA_KOLHAPUR,2001,191.0,26,13,19,46,7,80,0
MAHARASHTRA_KOLHAPUR,2002,168.0,17,7,20,46,8,70,0
MAHARASHTRA_KOLHAPUR,2003,169.0,15,11,25,47,7,64,0
MAHARASHTRA_KOLHAPUR,2004,185.0,15,14,29,34,15,78,0
MAHARASHTRA_KOLHAPUR,2005,198.0,26,15,22,47,12,76,0
MAHARASHTRA_KOLHAPUR,2006,298.0,33,22,25,71,15,132,0
MAHARASHTRA_KOLHAPUR,2007,254.0,30,8,16,51,24,125,0
MAHARASHTRA_KOLHAPUR,2008,311.0,34,18,17,76,13,153,0
MAHARASHTRA_KOLHAPUR,2009,277.0,35,18,18,61,15,130,0
MAHARASHTRA_KOLHAPUR,2010,237.0,27,13,18,71,12,96,0
MAHARASHTRA_LATUR,2001,274.0,7,22,38,50,7,150,0
MAHARASHTRA_LATUR,2002,211.0,4,19,5,53,5,125,0
MAHARASHTRA_LATUR,2003,198.0,21,15,31,49,2,80,0
MAHARASHTRA_LATUR,2004,198.0,22,19,39,36,0,82,0
MAHARASHTRA_LATUR,2005,255.0,24,20,40,61,3,107,0
MAHARASHTRA_LATUR,2006,304.0,15,22,65,53,5,144,0
MAHARASHTRA_LATUR,2007,289.0,17,26,66,73,0,107,0
MAHARASHTRA_LATUR,2008,389.0,22,29,77,74,0,187,0
MAHARASHTRA_LATUR,2009,284.0,33,28,15,49,0,159,0
MAHARASHTRA_LATUR,2010,379.0,28,31,3,85,3,229,0
MAHARASHTRA_MUMBAI,2001,794.0,146,19,23,302,49,255,0
MAHARASHTRA_MUMBAI,2002,834.0,154,73,24,286,49,248,0
MAHARASHTRA_MUMBAI,2003,894.0,153,94,15,326,52,254,0
MAHARASHTRA_MUMBAI,2004,1096.0,205,128,15,363,86,299,0
MAHARASHTRA_MUMBAI,2005,1326.0,222,134,18,439,114,399,0
MAHARASHTRA_MUMBAI,2006,1267.0,188,142,24,413,113,386,1
MAHARASHTRA_MUMBAI,2007,1292.0,192,124,22,402,119,433,0
MAHARASHTRA_MUMBAI,2008,1564.0,234,132,13,479,132,574,0
MAHARASHTRA_MUMBAI,2009,1427.0,205,96,21,448,139,518,0
MAHARASHTRA_MUMBAI,2010,1519.0,223,160,24,526,185,401,0
MAHARASHTRA_NAGPUR,2001,1120.0,122,67,12,210,350,359,0
MAHARASHTRA_NAGPUR,2002,773.0,115,60,11,179,100,308,0
MAHARASHTRA_NAGPUR,2003,600.0,79,50,9,136,79,247,0
MAHARASHTRA_NAGPUR,2004,654.0,91,60,17,150,97,239,0
MAHARASHTRA_NAGPUR,2005,740.0,104,67,12,196,90,271,0
MAHARASHTRA_NAGPUR,2006,693.0,88,59,13,197,89,247,0
MAHARASHTRA_NAGPUR,2007,777.0,89,74,14,196,93,311,0
MAHARASHTRA_NAGPUR,2008,780.0,91,50,14,188,105,332,0
MAHARASHTRA_NAGPUR,2009,675.0,79,66,13,138,63,316,0
MAHARASHTRA_NAGPUR,2010,649.0,98,62,16,173,69,231,0
MAHARASHTRA_NANDED,2001,389.0,23,36,21,85,22,202,0
MAHARASHTRA_NANDED,2002,417.0,29,34,24,83,6,241,0
MAHARASHTRA_NANDED,2003,377.0,33,14,16,78,7,229,0
MAHARASHTRA_NANDED,2004,351.0,31,16,16,78,12,198,0
MAHARASHTRA_NANDED,2005,421.0,41,29,17,85,10,239,0
MAHARASHTRA_NANDED,2006,373.0,33,21,16,82,0,221,0
MAHARASHTRA_NANDED,2007,384.0,33,29,19,83,7,213,0
MAHARASHTRA_NANDED,2008,388.0,23,22,8,77,6,252,0
MAHARASHTRA_NANDED,2009,504.0,34,29,30,62,3,346,0
MAHARASHTRA_NANDED,2010,552.0,36,43,68,85,5,315,0
MAHARASHTRA_NANDURBAR,2001,130.0,16,6,2,27,1,78,0
MAHARASHTRA_NANDURBAR,2002,156.0,28,5,2,41,5,75,0
MAHARASHTRA_NANDURBAR,2003,144.0,10,9,2,34,12,77,0
MAHARASHTRA_NANDURBAR,2004,147.0,20,8,1,30,6,82,0
MAHARASHTRA_NANDURBAR,2005,126.0,19,2,3,21,8,73,0
MAHARASHTRA_NANDURBAR,2006,151.0,21,6,0,22,6,96,0
MAHARASHTRA_NANDURBAR,2007,137.0,14,0,3,24,2,94,0
MAHARASHTRA_NANDURBAR,2008,141.0,11,8,1,21,7,93,0
MAHARASHTRA_NANDURBAR,2009,156.0,23,13,1,33,11,75,0
MAHARASHTRA_NANDURBAR,2010,166.0,20,12,2,32,12,88,0
MAHARASHTRA_NASHIK,2001,647.0,48,19,10,93,39,438,0
MAHARASHTRA_NASHIK,2002,779.0,50,18,11,121,68,511,0
MAHARASHTRA_NASHIK,2003,719.0,65,26,7,102,45,474,0
MAHARASHTRA_NASHIK,2004,760.0,48,30,15,112,58,497,0
MAHARASHTRA_NASHIK,2005,784.0,71,29,8,137,43,496,0
MAHARASHTRA_NASHIK,2006,798.0,76,46,9,159,58,450,0
MAHARASHTRA_NASHIK,2007,735.0,51,33,9,125,64,453,0
MAHARASHTRA_NASHIK,2008,663.0,50,38,10,103,34,428,0
MAHARASHTRA_NASHIK,2009,705.0,70,36,14,113,51,421,0
MAHARASHTRA_NASHIK,2010,767.0,83,38,8,125,45,468,0
MAHARASHTRA_OSMANABAD,2001,185.0,16,7,2,52,6,102,0
MAHARASHTRA_OSMANABAD,2002,214.0,28,8,0,53,10,115,0
MAHARASHTRA_OSMANABAD,2003,158.0,12,3,3,37,11,92,0
MAHARASHTRA_OSMANABAD,2004,187.0,26,11,1,35,9,105,0
MAHARASHTRA_OSMANABAD,2005,195.0,22,4,1,42,8,118,0
MAHARASHTRA_OSMANABAD,2006,259.0,37,7,3,57,5,150,0
MAHARASHTRA_OSMANABAD,2007,312.0,29,18,2,84,7,172,0
MAHARASHTRA_OSMANABAD,2008,313.0,22,19,2,80,7,183,0
MAHARASHTRA_OSMANABAD,2009,265.0,20,16,3,64,9,153,0
MAHARASHTRA_OSMANABAD,2010,299.0,28,23,2,74,11,161,0
MAHARASHTRA_PARBHANI,2001,229.0,25,16,1,57,10,120,0
MAHARASHTRA_PARBHANI,2002,227.0,19,7,5,55,4,137,0
MAHARASHTRA_PARBHANI,2003,230.0,13,7,7,49,5,149,0
MAHARASHTRA_PARBHANI,2004,209.0,13,8,4,45,7,132,0
MAHARASHTRA_PARBHANI,2005,206.0,14,8,10,40,3,131,0
MAHARASHTRA_PARBHANI,2006,278.0,18,11,10,73,4,162,0
MAHARASHTRA_PARBHANI,2007,282.0,22,9,8,54,6,183,0
MAHARASHTRA_PARBHANI,2008,304.0,12,11,15,56,6,204,0
MAHARASHTRA_PARBHANI,2009,326.0,30,14,7,49,7,219,0
MAHARASHTRA_PARBHANI,2010,315.0,20,21,5,54,6,209,0
MAHARASHTRA_PUNE,2001,700.0,98,45,7,121,116,312,1
MAHARASHTRA_PUNE,2002,672.0,95,32,9,119,111,306,0
MAHARASHTRA_PUNE,2003,670.0,72,41,9,117,100,331,0
MAHARASHTRA_PUNE,2004,752.0,94,69,10,139,112,328,0
MAHARASHTRA_PUNE,2005,869.0,125,88,7,166,110,373,0
MAHARASHTRA_PUNE,2006,941.0,116,102,21,198,107,397,0
MAHARASHTRA_PUNE,2007,992.0,125,118,23,180,93,453,0
MAHARASHTRA_PUNE,2008,1076.0,159,111,21,220,103,462,0
MAHARASHTRA_PUNE,2009,1052.0,140,123,16,233,87,453,0
MAHARASHTRA_PUNE,2010,1060.0,163,128,19,215,121,414,0
MAHARASHTRA_RAIGAD,2001,113.0,20,1,1,29,7,55,0
MAHARASHTRA_RAIGAD,2002,157.0,29,10,13,40,11,54,0
MAHARASHTRA_RAIGAD,2003,145.0,25,12,2,42,7,57,0
MAHARASHTRA_RAIGAD,2004,127.0,19,6,2,50,3,47,0
MAHARASHTRA_RAIGAD,2005,152.0,25,6,4,47,7,63,0
MAHARASHTRA_RAIGAD,2006,153.0,25,12,0,43,15,58,0
MAHARASHTRA_RAIGAD,2007,161.0,29,10,4,39,7,72,0
MAHARASHTRA_RAIGAD,2008,111.0,17,5,5,33,10,41,0
MAHARASHTRA_RAIGAD,2009,103.0,21,3,4,26,19,30,0
MAHARASHTRA_RAIGAD,2010,120.0,15,7,0,39,10,49,0
MAHARASHTRA_RATNAGIRI,2001,127.0,10,4,0,32,19,62,0
MAHARASHTRA_RATNAGIRI,2002,98.0,13,5,0,41,16,23,0
MAHARASHTRA_RATNAGIRI,2003,101.0,16,1,0,27,10,47,0
MAHARASHTRA_RATNAGIRI,2004,125.0,23,5,1,40,12,44,0
MAHARASHTRA_RATNAGIRI,2005,141.0,27,3,2,40,29,40,0
MAHARASHTRA_RATNAGIRI,2006,142.0,25,8,1,32,24,52,0
MAHARASHTRA_RATNAGIRI,2007,135.0,17,4,2,33,31,48,0
MAHARASHTRA_RATNAGIRI,2008,153.0,26,12,0,33,27,55,0
MAHARASHTRA_RATNAGIRI,2009,129.0,14,8,0,36,20,51,0
MAHARASHTRA_RATNAGIRI,2010,117.0,28,7,0,37,12,33,0
MAHARASHTRA_SANGLI,2001,224.0,32,8,12,54,22,96,0
MAHARASHTRA_SANGLI,2002,160.0,33,14,4,38,8,63,0
MAHARASHTRA_SANGLI,2003,200.0,47,12,7,39,8,87,0
MAHARASHTRA_SANGLI,2004,169.0,30,9,3,31,11,85,0
MAHARASHTRA_SANGLI,2005,220.0,34,12,7,55,7,105,0
MAHARASHTRA_SANGLI,2006,200.0,24,14,8,51,4,99,0
MAHARASHTRA_SANGLI,2007,241.0,28,11,11,72,3,116,0
MAHARASHTRA_SANGLI,2008,288.0,42,13,12,67,14,140,0
MAHARASHTRA_SANGLI,2009,179.0,37,9,12,45,10,66,0
MAHARASHTRA_SANGLI,2010,238.0,49,10,18,67,10,84,0
MAHARASHTRA_SATARA,2001,289.0,32,7,13,49,9,179,0
MAHARASHTRA_SATARA,2002,262.0,31,9,13,51,2,156,0
MAHARASHTRA_SATARA,2003,234.0,17,6,8,42,5,156,0
MAHARASHTRA_SATARA,2004,258.0,22,14,7,38,8,169,0
MAHARASHTRA_SATARA,2005,298.0,31,18,6,61,2,180,0
MAHARASHTRA_SATARA,2006,427.0,34,32,8,88,10,255,0
MAHARASHTRA_SATARA,2007,406.0,43,26,9,59,13,256,0
MAHARASHTRA_SATARA,2008,303.0,30,14,3,66,26,164,0
MAHARASHTRA_SATARA,2009,243.0,26,18,4,57,7,131,0
MAHARASHTRA_SATARA,2010,327.0,27,29,0,82,19,170,0
MAHARASHTRA_SINDHUDURG,2001,50.0,7,2,0,20,13,8,0
MAHARASHTRA_SINDHUDURG,2002,40.0,11,2,1,14,1,11,0
MAHARASHTRA_SINDHUDURG,2003,35.0,8,4,1,16,3,3,0
MAHARASHTRA_SINDHUDURG,2004,39.0,5,5,0,18,5,6,0
MAHARASHTRA_SINDHUDURG,2005,42.0,4,2,0,20,12,4,0
MAHARASHTRA_SINDHUDURG,2006,52.0,9,4,3,13,10,13,0
MAHARASHTRA_SINDHUDURG,2007,50.0,9,2,4,13,14,8,0
MAHARASHTRA_SINDHUDURG,2008,73.0,8,2,0,34,15,14,0
MAHARASHTRA_SINDHUDURG,2009,41.0,8,3,1,12,6,11,0
MAHARASHTRA_SINDHUDURG,2010,46.0,9,4,0,10,12,11,0
MAHARASHTRA_SOLAPUR,2001,311.0,51,25,12,55,16,152,0
MAHARASHTRA_SOLAPUR,2002,284.0,63,31,5,44,5,136,0
MAHARASHTRA_SOLAPUR,2003,366.0,59,23,8,71,3,202,0
MAHARASHTRA_SOLAPUR,2004,363.0,60,17,12,68,22,184,0
MAHARASHTRA_SOLAPUR,2005,352.0,60,20,7,71,20,174,0
MAHARASHTRA_SOLAPUR,2006,415.0,66,33,12,103,39,162,0
MAHARASHTRA_SOLAPUR,2007,405.0,58,34,4,78,22,209,0
MAHARASHTRA_SOLAPUR,2008,569.0,87,45,9,118,3,307,0
MAHARASHTRA_SOLAPUR,2009,501.0,72,35,5,106,5,278,0
MAHARASHTRA_SOLAPUR,2010,565.0,75,44,7,119,37,283,0
MAHARASHTRA_THANE,2001,698.0,104,53,12,145,68,316,0
MAHARASHTRA_THANE,2002,666.0,93,41,19,191,66,256,0
MAHARASHTRA_THANE,2003,642.0,102,51,10,167,52,260,0
MAHARASHTRA_THANE,2004,765.0,117,72,17,187,77,295,0
MAHARASHTRA_THANE,2005,914.0,126,89,6,242,72,379,0
MAHARASHTRA_THANE,2006,1006.0,130,79,10,287,84,416,0
MAHARASHTRA_THANE,2007,1078.0,145,107,27,256,49,494,0
MAHARASHTRA_THANE,2008,1137.0,145,108,19,277,70,518,0
MAHARASHTRA_THANE,2009,1027.0,119,75,13,245,82,493,0
MAHARASHTRA_THANE,2010,1042.0,140,81,15,247,74,485,0
MAHARASHTRA_WARDHA,2001,278.0,35,12,9,98,35,89,0
MAHARASHTRA_WARDHA,2002,277.0,37,19,2,110,30,79,0
MAHARASHTRA_WARDHA,2003,193.0,25,15,1,81,4,67,0
MAHARASHTRA_WARDHA,2004,242.0,31,25,5,104,7,70,0
MAHARASHTRA_WARDHA,2005,319.0,35,31,4,110,45,94,0
MAHARASHTRA_WARDHA,2006,319.0,31,21,2,96,35,134,0
MAHARASHTRA_WARDHA,2007,290.0,31,25,0,107,35,92,0
MAHARASHTRA_WARDHA,2008,333.0,26,22,5,128,36,116,0
MAHARASHTRA_WARDHA,2009,273.0,41,15,1,84,32,100,0
MAHARASHTRA_WARDHA,2010,337.0,44,22,2,119,57,93,0
MAHARASHTRA_WASHIM,2001,224.0,15,13,10,60,10,116,0
MAHARASHTRA_WASHIM,2002,199.0,29,8,9,45,9,99,0
MAHARASHTRA_WASHIM,2003,225.0,15,10,9,60,12,119,0
MAHARASHTRA_WASHIM,2004,262.0,19,16,5,71,7,144,0
MAHARASHTRA_WASHIM,2005,243.0,12,12,10,63,7,139,0
MAHARASHTRA_WASHIM,2006,243.0,12,11,10,64,12,134,0
MAHARASHTRA_WASHIM,2007,247.0,14,18,8,62,14,131,0
MAHARASHTRA_WASHIM,2008,227.0,20,18,2,59,18,110,0
MAHARASHTRA_WASHIM,2009,228.0,25,12,5,61,16,109,0
MAHARASHTRA_WASHIM,2010,199.0,12,14,5,56,10,102,0
MAHARASHTRA_YAVATMAL,2001,428.0,56,31,12,125,27,177,0
MAHARASHTRA_YAVATMAL,2002,376.0,65,31,17,104,17,142,0
MAHARASHTRA_YAVATMAL,2003,418.0,50,35,12,135,16,170,0
MAHARASHTRA_YAVATMAL,2004,470.0,62,39,11,129,23,206,0
MAHARASHTRA_YAVATMAL,2005,517.0,59,40,10,133,42,233,0
MAHARASHTRA_YAVATMAL,2006,502.0,66,34,8,142,51,201,0
MAHARASHTRA_YAVATMAL,2007,418.0,49,31,8,129,27,174,0
MAHARASHTRA_YAVATMAL,2008,397.0,43,33,6,114,30,171,0
MAHARASHTRA_YAVATMAL,2009,437.0,40,25,9,128,23,212,0
MAHARASHTRA_YAVATMAL,2010,413.0,33,49,7,121,38,165,0
MANIPUR_BISHNUPUR,2001,5.0,1,3,0,0,0,1,0
MANIPUR_BISHNUPUR,2002,19.0,2,7,0,9,0,1,0
MANIPUR_BISHNUPUR,2003,24.0,2,6,0,16,0,0,0
MANIPUR_BISHNUPUR,2004,19.0,3,8,0,7,0,1,0
MANIPUR_BISHNUPUR,2005,12.0,3,5,0,3,0,1,0
MANIPUR_BISHNUPUR,2006,14.0,1,5,0,6,0,2,0
MANIPUR_BISHNUPUR,2007,31.0,4,6,0,21,0,0,0
MANIPUR_BISHNUPUR,2008,34.0,3,11,0,16,0,4,0
MANIPUR_BISHNUPUR,2009,17.0,2,5,0,10,0,0,0
MANIPUR_BISHNUPUR,2010,29.0,6,12,0,7,0,4,0
MANIPUR_CHANDEL,2001,1.0,0,1,0,0,0,0,0
MANIPUR_CHANDEL,2002,0.0,0,0,0,0,0,0,0
MANIPUR_CHANDEL,2003,1.0,0,1,0,0,0,0,0
MANIPUR_CHANDEL,2004,1.0,1,0,0,0,0,0,0
MANIPUR_CHANDEL,2005,2.0,0,0,0,2,0,0,0
MANIPUR_CHANDEL,2006,3.0,2,0,0,1,0,0,0
MANIPUR_CHANDEL,2007,0.0,0,0,0,0,0,0,0
MANIPUR_CHANDEL,2008,0.0,0,0,0,0,0,0,0
MANIPUR_CHANDEL,2009,0.0,0,0,0,0,0,0,0
MANIPUR_CHANDEL,2010,0.0,0,0,0,0,0,0,0
MANIPUR_CHURACHANDPUR,2001,1.0,1,0,0,0,0,0,0
MANIPUR_CHURACHANDPUR,2002,2.0,0,1,0,1,0,0,0
MANIPUR_CHURACHANDPUR,2003,2.0,0,0,0,2,0,0,0
MANIPUR_CHURACHANDPUR,2004,1.0,0,1,0,0,0,0,0
MANIPUR_CHURACHANDPUR,2005,3.0,0,1,0,2,0,0,0
MANIPUR_CHURACHANDPUR,2006,25.0,20,0,0,5,0,0,0
MANIPUR_CHURACHANDPUR,2007,2.0,1,1,0,0,0,0,0
MANIPUR_CHURACHANDPUR,2008,2.0,2,0,0,0,0,0,0
MANIPUR_CHURACHANDPUR,2009,7.0,3,3,0,1,0,0,0
MANIPUR_CHURACHANDPUR,2010,1.0,1,0,0,0,0,0,0
MANIPUR_CID,2001,0.0,0,0,0,0,0,0,0
MANIPUR_CID,2002,0.0,0,0,0,0,0,0,0
MANIPUR_CID,2003,0.0,0,0,0,0,0,0,0
MANIPUR_CID,2004,0.0,0,0,0,0,0,0,0
MANIPUR_CID,2005,0.0,0,0,0,0,0,0,0
MANIPUR_CID,2006,0.0,0,0,0,0,0,0,0
MANIPUR_CID,2007,0.0,0,0,0,0,0,0,0
MANIPUR_CID,2008,0.0,0,0,0,0,0,0,0
MANIPUR_CID,2009,0.0,0,0,0,0,0,0,0
MANIPUR_CID,2010,0.0,0,0,0,0,0,0,0
MANIPUR_IMPHAL EAST,2001,16.0,7,6,0,2,0,1,0
MANIPUR_IMPHAL EAST,2002,33.0,4,20,0,9,0,0,0
MANIPUR_IMPHAL EAST,2003,15.0,3,10,0,2,0,0,0
MANIPUR_IMPHAL EAST,2004,25.0,7,16,0,2,0,0,0
MANIPUR_IMPHAL EAST,2005,29.0,4,21,0,3,0,1,0
MANIPUR_IMPHAL EAST,2006,38.0,3,21,0,14,0,0,0
MANIPUR_IMPHAL EAST,2007,25.0,1,19,0,4,0,1,0
MANIPUR_IMPHAL EAST,2008,52.0,9,24,0,14,0,5,0
MANIPUR_IMPHAL EAST,2009,59.0,7,36,0,12,0,4,0
MANIPUR_IMPHAL EAST,2010,36.0,6,23,0,4,0,3,0
MANIPUR_IMPHAL WEST,2001,64.0,7,37,0,17,0,3,0
MANIPUR_IMPHAL WEST,2002,75.0,3,36,0,31,0,5,0
MANIPUR_IMPHAL WEST,2003,52.0,5,24,0,22,0,1,0
MANIPUR_IMPHAL WEST,2004,54.0,9,26,0,19,0,0,0
MANIPUR_IMPHAL WEST,2005,53.0,10,28,0,12,0,3,0
MANIPUR_IMPHAL WEST,2006,58.0,9,29,0,15,0,5,0
MANIPUR_IMPHAL WEST,2007,83.0,7,37,0,28,0,11,0
MANIPUR_IMPHAL WEST,2008,73.0,12,31,1,22,0,7,0
MANIPUR_IMPHAL WEST,2009,57.0,8,30,0,9,1,9,0
MANIPUR_IMPHAL WEST,2010,70.0,10,45,0,12,0,3,0
MANIPUR_SENAPATI,2001,0.0,0,0,0,0,0,0,0
MANIPUR_SENAPATI,2002,0.0,0,0,0,0,0,0,0
MANIPUR_SENAPATI,2003,1.0,0,1,0,0,0,0,0
MANIPUR_SENAPATI,2004,0.0,0,0,0,0,0,0,0
MANIPUR_SENAPATI,2005,0.0,0,0,0,0,0,0,0
MANIPUR_SENAPATI,2006,0.0,0,0,0,0,0,0,0
MANIPUR_SENAPATI,2007,3.0,1,2,0,0,0,0,0
MANIPUR_SENAPATI,2008,2.0,2,0,0,0,0,0,0
MANIPUR_SENAPATI,2009,2.0,1,0,0,1,0,0,0
MANIPUR_SENAPATI,2010,3.0,1,2,0,0,0,0,0
MANIPUR_TAMENGLONG,2001,0.0,0,0,0,0,0,0,0
MANIPUR_TAMENGLONG,2002,0.0,0,0,0,0,0,0,0
MANIPUR_TAMENGLONG,2003,0.0,0,0,0,0,0,0,0
MANIPUR_TAMENGLONG,2004,0.0,0,0,0,0,0,0,0
MANIPUR_TAMENGLONG,2005,1.0,1,0,0,0,0,0,0
MANIPUR_TAMENGLONG,2006,0.0,0,0,0,0,0,0,0
MANIPUR_TAMENGLONG,2007,0.0,0,0,0,0,0,0,0
MANIPUR_TAMENGLONG,2008,0.0,0,0,0,0,0,0,0
MANIPUR_TAMENGLONG,2009,0.0,0,0,0,0,0,0,0
MANIPUR_TAMENGLONG,2010,0.0,0,0,0,0,0,0,0
MANIPUR_THOUBAL,2001,19.0,4,14,0,1,0,0,0
MANIPUR_THOUBAL,2002,34.0,4,18,0,8,0,4,0
MANIPUR_THOUBAL,2003,38.0,8,26,0,1,0,3,0
MANIPUR_THOUBAL,2004,34.0,11,20,0,2,0,1,0
MANIPUR_THOUBAL,2005,39.0,7,14,0,3,0,15,0
MANIPUR_THOUBAL,2006,33.0,5,24,0,1,0,3,0
MANIPUR_THOUBAL,2007,43.0,6,17,0,17,0,3,0
MANIPUR_THOUBAL,2008,47.0,9,21,0,5,0,12,0
MANIPUR_THOUBAL,2009,51.0,9,23,0,6,1,12,0
MANIPUR_THOUBAL,2010,50.0,9,25,0,8,0,8,0
MANIPUR_UKHRUL,2001,2.0,0,1,0,1,0,0,0
MANIPUR_UKHRUL,2002,1.0,1,0,0,0,0,0,0
MANIPUR_UKHRUL,2003,4.0,0,3,0,1,0,0,0
MANIPUR_UKHRUL,2004,0.0,0,0,0,0,0,0,0
MANIPUR_UKHRUL,2005,0.0,0,0,0,0,0,0,0
MANIPUR_UKHRUL,2006,0.0,0,0,0,0,0,0,0
MANIPUR_UKHRUL,2007,1.0,0,1,0,0,0,0,0
MANIPUR_UKHRUL,2008,1.0,1,0,0,0,0,0,0
MANIPUR_UKHRUL,2009,1.0,1,0,0,0,0,0,0
MANIPUR_UKHRUL,2010,1.0,1,0,0,0,0,0,0
MEGHALAYA_GARO HILLS EAST,2001,4.0,2,0,0,2,0,0,0
MEGHALAYA_GARO HILLS EAST,2002,3.0,1,0,0,2,0,0,0
MEGHALAYA_GARO HILLS EAST,2003,1.0,1,0,0,0,0,0,0
